toidINS;sprincp;sprincp.raw;cconac;w;type;idINS
2019411223;35;35;5610C;1;sortie;r200N2244600E4038800
2019411223;27;27;5610C;1;sortie;r200N2244600E4038800
2019411222;250;250;5610C;1;sortie;r200N2244400E4038800
2019311221;80;80;5610A;1;sortie;r200N2244200E4038600
2021511230;170;170;5610A;1;sortie;r200N2246000E4043000
2021511230;64;64;5610A;1;sortie;r200N2246000E4043000
2019411223;153;153;5610A;1;sortie;r200N2244600E4038800
2019311223;101;101;5610A;1;sortie;r200N2244600E4038600
2021511230;50;50;5610A;1;sortie;r200N2246000E4043000
2021211231;21;21;5610C;1;sortie;r200N2246200E4042400
2019311223;33;33;5610A;1;sortie;r200N2244600E4038600
2019511223;11;11;5610C;1;sortie;r200N2244600E4039000
2019411223;5;0;5610A;1;sortie;r200N2244600E4038800
2021711228;200;200;5610A;1;sortie;r200N2245600E4043400
2018711227;210;210;5610A;1;sortie;r200N2245400E4037400
2019411223;60;60;5610C;1;sortie;r200N2244600E4038800
2010211219;62;62;5610A;1;sortie;r200N2243800E4020400
2010211220;122;122;5610A;1;sortie;r200N2244000E4020400
2018111425;45;45;5610C;1;sortie;r200N2285000E4036200
2020011357;30;30;5610C;1;sortie;r200N2271400E4040000
2020011356;56;56;5610A;1;sortie;r200N2271200E4040000
2021211344;20;20;5610C;1;sortie;r200N2268800E4042400
2021411346;330;330;5610A;1;sortie;r200N2269200E4042800
2021411345;58;58;5610A;1;sortie;r200N2269000E4042800
2021311344;220;220;5610C;1;sortie;r200N2268800E4042600
2021011345;78;78;5610C;1;sortie;r200N2269000E4042000
2020111341;140;140;5610C;1;sortie;r200N2268200E4040200
1989211304;114;114;5610A;1;sortie;r200N2260800E3978400
1989711314;400;400;5610A;1;sortie;r200N2262800E3979400
1989211316;564;564;5610A;1;sortie;r200N2263200E3978400
1998411266;28;28;5610C;1;sortie;r200N2253200E3996800
1991211178;40;40;5610C;1;sortie;r200N2235600E3982400
1991211175;15;15;5610A;1;sortie;r200N2235000E3982400
1991111175;60;60;5610C;1;sortie;r200N2235000E3982200
1990411167;300;300;5610A;1;sortie;r200N2233400E3980800
1989711157;91;91;5610C;1;sortie;r200N2231400E3979400
1990411151;37;37;5610C;1;sortie;r200N2230200E3980800
1989311143;93;93;5610A;1;sortie;r200N2228600E3978600
1990511150;35;35;5610C;1;sortie;r200N2230000E3981000
1989611150;15;15;5610A;1;sortie;r200N2230000E3979200
1989611161;17;17;5610C;1;sortie;r200N2232200E3979200
1990911162;160;160;5610A;1;sortie;r200N2232400E3981800
1989611152;80;80;5610C;1;sortie;r200N2230400E3979200
1991011165;590;590;5610A;1;sortie;r200N2233000E3982000
1989711159;74;74;5610C;1;sortie;r200N2231800E3979400
1990911163;27;27;5610A;1;sortie;r200N2232600E3981800
1990811163;125;125;5610A;1;sortie;r200N2232600E3981600
1988811138;20;20;5610A;1;sortie;r200N2227600E3977600
1991011162;723;723;5610C;1;sortie;r200N2232400E3982000
1961711701;51;51;5610A;1;sortie;r200N2340200E3923400
1961811701;55;55;5610C;1;sortie;r200N2340200E3923600
1961811702;57;57;5610A;1;sortie;r200N2340400E3923600
1961611699;60;60;5610C;1;sortie;r200N2339800E3923200
1961411699;68;68;5610C;1;sortie;r200N2339800E3922800
1961611701;74;74;5610A;1;sortie;r200N2340200E3923200
1961711703;45;45;5610C;1;sortie;r200N2340600E3923400
1961711701;169;169;5610C;1;sortie;r200N2340200E3923400
1961711700;64;64;5610A;1;sortie;r200N2340000E3923400
1961711701;49;49;5610C;1;sortie;r200N2340200E3923400
1961811702;24;24;5610C;1;sortie;r200N2340400E3923600
1961311698;233;233;5610C;1;sortie;r200N2339600E3922600
1961811703;35;35;5610C;1;sortie;r200N2340600E3923600
1961811702;43;43;5610C;1;sortie;r200N2340400E3923600
1961411699;184;184;5610C;1;sortie;r200N2339800E3922800
1961811702;20;20;5610C;1;sortie;r200N2340400E3923600
1961711702;65;65;5610A;1;sortie;r200N2340400E3923400
1961611688;236;236;5610C;1;sortie;r200N2337600E3923200
1961411700;186;186;5610A;1;sortie;r200N2340000E3922800
1961811696;56;56;5610C;1;sortie;r200N2339200E3923600
1961611702;124;124;5610C;1;sortie;r200N2340400E3923200
1962911693;218;218;5610A;1;sortie;r200N2338600E3925800
1961811693;412;412;5610A;1;sortie;r200N2338600E3923600
1961811703;39;39;5610A;1;sortie;r200N2340600E3923600
1961011695;416;416;5610A;1;sortie;r200N2339000E3922000
1961011696;94;94;5610C;1;sortie;r200N2339200E3922000
1961711700;30;30;5610C;1;sortie;r200N2340000E3923400
2023711663;250;250;5610A;1;sortie;r200N2332600E4047400
2009511695;171;171;5610A;1;sortie;r200N2339000E4019000
1994411517;50;50;5610C;1;sortie;r200N2303400E3988800
1994411517;18;18;5610A;1;sortie;r200N2303400E3988800
1994611517;45;45;5610C;1;sortie;r200N2303400E3989200
1994611517;5;0;5610A;1;sortie;r200N2303400E3989200
1994411517;70;70;5610A;1;sortie;r200N2303400E3988800
1994611517;90;90;5610C;1;sortie;r200N2303400E3989200
1994411517;100;100;5610A;1;sortie;r200N2303400E3988800
1994911513;20;20;5610A;1;sortie;r200N2302600E3989800
1994511517;26;26;5610C;1;sortie;r200N2303400E3989000
2030011864;119;119;5610A;1;sortie;r200N2372800E4060000
1976911293;5;3;5610C;1;sortie;r200N2258600E3953800
1977211307;120;120;5610A;1;sortie;r200N2261400E3954400
1976511294;219;219;5610A;1;sortie;r200N2258800E3953000
1977311285;48;48;5610C;1;sortie;r200N2257000E3954600
1976911293;42;42;5610C;1;sortie;r200N2258600E3953800
1965111504;220;220;5610A;1;sortie;r200N2300800E3930200
1943411504;20;20;5610A;1;sortie;r200N2300800E3886800
1943411504;29;29;5610A;1;sortie;r200N2300800E3886800
1943511504;130;130;5610A;1;sortie;r200N2300800E3887000
1943511504;85;85;5610A;1;sortie;r200N2300800E3887000
1943511504;35;35;5610A;1;sortie;r200N2300800E3887000
1943511503;97;97;5610A;1;sortie;r200N2300600E3887000
1943511503;25;25;5610A;1;sortie;r200N2300600E3887000
1943411504;36;36;5610C;1;sortie;r200N2300800E3886800
1943411503;207;207;5610A;1;sortie;r200N2300600E3886800
1943411503;10;10;5610A;1;sortie;r200N2300600E3886800
1943511504;38;38;5610A;1;sortie;r200N2300800E3887000
1943511505;44;44;5610A;1;sortie;r200N2301000E3887000
1943511504;76;76;5610C;1;sortie;r200N2300800E3887000
1943511504;70;70;5610C;1;sortie;r200N2300800E3887000
1943511504;45;45;5610A;1;sortie;r200N2300800E3887000
1943611504;13;13;5610C;1;sortie;r200N2300800E3887200
1943611503;100;100;5610A;1;sortie;r200N2300600E3887200
1943511503;20;20;5610C;1;sortie;r200N2300600E3887000
1943411504;55;55;5610A;1;sortie;r200N2300800E3886800
1943711506;54;54;5610C;1;sortie;r200N2301200E3887400
1943711506;90;90;5610C;1;sortie;r200N2301200E3887400
1943711505;172;172;5610A;1;sortie;r200N2301000E3887400
1943811509;20;20;5610C;1;sortie;r200N2301800E3887600
1943811502;188;188;5610C;1;sortie;r200N2300400E3887600
1955311377;34;34;5610C;1;sortie;r200N2275400E3910600
1955411358;119;119;5610A;1;sortie;r200N2271600E3910800
1955411362;30;30;5610C;1;sortie;r200N2272400E3910800
1955511362;50;50;5610C;1;sortie;r200N2272400E3911000
1954511362;150;150;5610A;1;sortie;r200N2272400E3909000
1955511359;174;174;5610C;1;sortie;r200N2271800E3911000
1954711371;470;470;5610A;1;sortie;r200N2274200E3909400
1980411355;55;55;5610A;1;sortie;r200N2271000E3960800
1980411356;117;117;5610C;1;sortie;r200N2271200E3960800
1976711358;58;58;5610C;1;sortie;r200N2271600E3953400
1976811359;90;90;5610A;1;sortie;r200N2271800E3953600
1977311361;482;482;5610A;1;sortie;r200N2272200E3954600
1976611365;156;156;5610A;1;sortie;r200N2273000E3953200
1976911360;47;47;5610C;1;sortie;r200N2272000E3953800
1976311354;86;86;5610A;1;sortie;r200N2270800E3952600
1976211356;90;90;5610C;1;sortie;r200N2271200E3952400
1980111319;140;140;5610C;1;sortie;r200N2263800E3960200
1982011462;179;179;5610A;1;sortie;r200N2292400E3964000
1982111462;64;64;5610A;1;sortie;r200N2292400E3964200
1975911295;15;15;5610A;1;sortie;r200N2259000E3951800
1976111298;18;18;5610C;1;sortie;r200N2259600E3952200
1951411621;199;199;5610A;1;sortie;r200N2324200E3902800
1951411621;324;324;5610A;1;sortie;r200N2324200E3902800
1971111506;416;416;5610C;1;sortie;r200N2301200E3942200
1971211506;56;56;5610C;1;sortie;r200N2301200E3942400
1978011433;287;287;5610A;1;sortie;r200N2286600E3956000
1977811439;262;262;5610A;1;sortie;r200N2287800E3955600
1977511432;950;950;5610C;1;sortie;r200N2286400E3955000
1977811438;60;60;5610C;1;sortie;r200N2287600E3955600
1977611434;169;169;5610A;1;sortie;r200N2286800E3955200
1970011408;120;120;5610A;1;sortie;r200N2281600E3940000
1969411413;105;105;5610C;1;sortie;r200N2282600E3938800
1968711350;200;200;5610A;1;sortie;r200N2270000E3937400
1967211374;276;276;5610A;1;sortie;r200N2274800E3934400
1967811360;52;52;5610C;1;sortie;r200N2272000E3935600
1967511363;250;250;5610A;1;sortie;r200N2272600E3935000
1967811360;212;212;5610C;1;sortie;r200N2272000E3935600
1967811360;42;42;5610A;1;sortie;r200N2272000E3935600
1968911347;50;50;5610C;1;sortie;r200N2269400E3937800
1968911346;50;50;5610C;1;sortie;r200N2269200E3937800
1969211348;35;35;5610C;1;sortie;r200N2269600E3938400
1972711269;120;120;5610A;1;sortie;r200N2253800E3945400
1972811268;154;154;5610C;1;sortie;r200N2253600E3945600
1972711268;78;78;5610A;1;sortie;r200N2253600E3945400
1972711268;40;40;5610C;1;sortie;r200N2253600E3945400
1972711268;100;100;5610A;1;sortie;r200N2253600E3945400
1972611267;100;100;5610C;1;sortie;r200N2253400E3945200
1972711267;70;70;5610C;1;sortie;r200N2253400E3945400
1972711267;5;1;5610C;1;sortie;r200N2253400E3945400
1972811268;5;0;5610C;1;sortie;r200N2253600E3945600
1972811267;25;25;5610C;1;sortie;r200N2253400E3945600
1972811267;5;4;5610A;1;sortie;r200N2253400E3945600
1972711267;100;100;5610C;1;sortie;r200N2253400E3945400
1972711267;93;93;5610A;1;sortie;r200N2253400E3945400
1972711267;58;58;5610C;1;sortie;r200N2253400E3945400
1972711266;78;78;5610C;1;sortie;r200N2253200E3945400
1972811266;174;174;5610C;1;sortie;r200N2253200E3945600
1972811265;50;50;5610A;1;sortie;r200N2253000E3945600
1972711266;65;65;5610A;1;sortie;r200N2253200E3945400
1972711266;38;38;5610C;1;sortie;r200N2253200E3945400
1972711265;53;53;5610C;1;sortie;r200N2253000E3945400
1972711267;235;235;5610C;1;sortie;r200N2253400E3945400
1972811267;160;160;5610A;1;sortie;r200N2253400E3945600
1972711268;70;70;5610A;1;sortie;r200N2253600E3945400
1972711267;61;61;5610A;1;sortie;r200N2253400E3945400
1972811265;25;25;5610C;1;sortie;r200N2253000E3945600
1972711268;85;85;5610C;1;sortie;r200N2253600E3945400
1972811269;25;25;5610C;1;sortie;r200N2253800E3945600
1972911269;38;38;5610A;1;sortie;r200N2253800E3945800
1972811268;28;28;5610C;1;sortie;r200N2253600E3945600
1973011268;60;60;5610C;1;sortie;r200N2253600E3946000
1973011268;54;54;5610C;1;sortie;r200N2253600E3946000
1973011267;55;55;5610A;1;sortie;r200N2253400E3946000
1972911267;40;40;5610A;1;sortie;r200N2253400E3945800
1973011267;118;118;5610A;1;sortie;r200N2253400E3946000
1973011267;75;75;5610C;1;sortie;r200N2253400E3946000
1972811267;50;50;5610C;1;sortie;r200N2253400E3945600
1972811267;40;40;5610A;1;sortie;r200N2253400E3945600
1972611266;32;32;5610C;1;sortie;r200N2253200E3945200
1972611268;70;70;5610C;1;sortie;r200N2253600E3945200
1972511267;60;60;5610A;1;sortie;r200N2253400E3945000
1972511267;26;26;5610C;1;sortie;r200N2253400E3945000
1972611266;12;12;5610A;1;sortie;r200N2253200E3945200
1972511266;36;36;5610A;1;sortie;r200N2253200E3945000
1972611265;49;49;5610C;1;sortie;r200N2253000E3945200
1972411264;26;26;5610C;1;sortie;r200N2252800E3944800
1974411247;65;65;5610A;1;sortie;r200N2249400E3948800
1974411244;38;38;5610C;1;sortie;r200N2248800E3948800
1974411238;2542;2542;5610A;1;sortie;r200N2247600E3948800
1974511289;100;100;5610C;1;sortie;r200N2257800E3949000
1974011287;60;60;5610C;1;sortie;r200N2257400E3948000
1933511795;70;70;5610A;1;sortie;r200N2359000E3867000
1942911513;216;216;5610C;1;sortie;r200N2302600E3885800
1925711878;5;0;5610A;1;sortie;r200N2375600E3851400
1925411542;66;66;5610A;1;sortie;r200N2308400E3850800
1925911542;231;231;5610A;1;sortie;r200N2308400E3851800
1935811561;30;30;5610C;1;sortie;r200N2312200E3871600
1935711561;19;19;5610C;1;sortie;r200N2312200E3871400
1931611685;5;0;5610A;1;sortie;r200N2337000E3863200
1932411541;200;200;5610A;1;sortie;r200N2308200E3864800
1932311543;64;64;5610C;1;sortie;r200N2308600E3864600
1919111744;140;140;5610A;1;sortie;r200N2348800E3838200
1919011896;50;50;5610A;1;sortie;r200N2379200E3838000
1939311806;160;160;5610A;1;sortie;r200N2361200E3878600
1939211806;30;30;5610C;1;sortie;r200N2361200E3878400
1939211806;108;108;5610C;1;sortie;r200N2361200E3878400
1921711818;52;52;5610C;1;sortie;r200N2363600E3843400
1921711818;38;38;5610C;1;sortie;r200N2363600E3843400
1923311438;37;37;5610C;1;sortie;r200N2287600E3846600
2028911416;61;61;5610C;1;sortie;r200N2283200E4057800
2029211415;40;40;5610C;1;sortie;r200N2283000E4058400
2029211424;97;97;5610A;1;sortie;r200N2284800E4058400
2029211415;20;20;5610C;1;sortie;r200N2283000E4058400
2001911306;37;37;5610C;1;sortie;r200N2261200E4003800
2011911303;120;120;5610A;1;sortie;r200N2260600E4023800
2012011304;90;90;5610A;1;sortie;r200N2260800E4024000
2011311306;60;60;5610C;1;sortie;r200N2261200E4022600
2011811305;35;35;5610C;1;sortie;r200N2261000E4023600
2005811354;16;16;5610C;1;sortie;r200N2270800E4011600
2005711354;38;38;5610A;1;sortie;r200N2270800E4011400
2005811355;90;90;5610C;1;sortie;r200N2271000E4011600
2005811354;46;46;5610A;1;sortie;r200N2270800E4011600
2005011256;100;100;5610A;1;sortie;r200N2251200E4010000
2000311145;120;120;5610A;1;sortie;r200N2229000E4000600
2000311145;35;35;5610C;1;sortie;r200N2229000E4000600
2000611148;150;150;5610A;1;sortie;r200N2229600E4001200
2000411142;127;127;5610A;1;sortie;r200N2228400E4000800
2000411142;50;50;5610A;1;sortie;r200N2228400E4000800
1999611156;43;43;5610A;1;sortie;r200N2231200E3999200
2000411142;93;93;5610A;1;sortie;r200N2228400E4000800
2000411142;48;48;5610A;1;sortie;r200N2228400E4000800
2000411142;40;40;5610A;1;sortie;r200N2228400E4000800
2000411142;50;50;5610C;1;sortie;r200N2228400E4000800
1999611151;80;80;5610C;1;sortie;r200N2230200E3999200
2000311140;86;86;5610A;1;sortie;r200N2228000E4000600
2012211160;50;50;5610A;1;sortie;r200N2232000E4024400
2012211160;80;80;5610A;1;sortie;r200N2232000E4024400
2012311162;20;20;5610A;1;sortie;r200N2232400E4024600
2012311162;25;25;5610C;1;sortie;r200N2232400E4024600
2012311162;35;35;5610C;1;sortie;r200N2232400E4024600
2012311163;101;101;5610A;1;sortie;r200N2232600E4024600
2012411163;79;79;5610A;1;sortie;r200N2232600E4024800
2012411164;240;240;5610A;1;sortie;r200N2232800E4024800
2012411164;71;71;5610A;1;sortie;r200N2232800E4024800
2012511163;268;268;5610A;1;sortie;r200N2232600E4025000
2012411163;20;20;5610A;1;sortie;r200N2232600E4024800
2012411163;65;65;5610A;1;sortie;r200N2232600E4024800
2012211163;70;70;5610A;1;sortie;r200N2232600E4024400
2012411163;240;240;5610C;1;sortie;r200N2232600E4024800
2012411163;28;28;5610A;1;sortie;r200N2232600E4024800
2012211162;35;35;5610A;1;sortie;r200N2232400E4024400
2012911166;258;258;5610A;1;sortie;r200N2233200E4025800
2013811169;207;207;5610A;1;sortie;r200N2233800E4027600
2014911170;273;273;5610A;1;sortie;r200N2234000E4029800
2015111181;212;212;5610A;1;sortie;r200N2236200E4030200
2015611171;108;108;5610A;1;sortie;r200N2234200E4031200
2012411163;16;16;5610A;1;sortie;r200N2232600E4024800
2015611170;35;35;5610C;1;sortie;r200N2234000E4031200
2011711161;138;138;5610A;1;sortie;r200N2232200E4023400
2012311162;38;38;5610A;1;sortie;r200N2232400E4024600
2012511163;88;88;5610A;1;sortie;r200N2232600E4025000
2015511170;70;70;5610A;1;sortie;r200N2234000E4031000
2012911167;16;16;5610A;1;sortie;r200N2233400E4025800
2012911165;135;135;5610A;1;sortie;r200N2233000E4025800
2011811163;5347;5347;5610A;1;sortie;r200N2232600E4023600
2012211160;91;91;5610A;1;sortie;r200N2232000E4024400
2012511163;28;28;5610A;1;sortie;r200N2232600E4025000
2012811164;60;60;5610A;1;sortie;r200N2232800E4025600
1999211154;199;199;5610A;1;sortie;r200N2230800E3998400
1998111153;35;35;5610C;1;sortie;r200N2230600E3996200
1998211153;22;22;5610C;1;sortie;r200N2230600E3996400
1998011141;62;62;5610A;1;sortie;r200N2228200E3996000
1998311146;292;292;5610A;1;sortie;r200N2229200E3996600
1998611149;29526;29526;5610C;1;sortie;r200N2229800E3997200
1998311146;121;121;5610A;1;sortie;r200N2229200E3996600
1998111141;70;70;5610A;1;sortie;r200N2228200E3996200
1997511152;29;29;5610C;1;sortie;r200N2230400E3995000
1997511152;14;14;5610C;1;sortie;r200N2230400E3995000
1997511152;22;22;5610C;1;sortie;r200N2230400E3995000
1998211153;126;126;5610A;1;sortie;r200N2230600E3996400
1998211153;40;40;5610A;1;sortie;r200N2230600E3996400
2026411329;415;415;5610A;1;sortie;r200N2265800E4052800
2026411327;25;25;5610A;1;sortie;r200N2265400E4052800
2026411327;60;60;5610C;1;sortie;r200N2265400E4052800
2026811327;29;29;5610C;1;sortie;r200N2265400E4053600
2026311330;350;350;5610A;1;sortie;r200N2266000E4052600
2026811327;60;60;5610A;1;sortie;r200N2265400E4053600
2026211332;66;66;5610C;1;sortie;r200N2266400E4052400
2026211332;61;61;5610A;1;sortie;r200N2266400E4052400
2026711326;370;370;5610A;1;sortie;r200N2265200E4053400
2026611326;183;183;5610C;1;sortie;r200N2265200E4053200
2003311252;95;95;5610A;1;sortie;r200N2250400E4006600
2024511209;170;170;5610A;1;sortie;r200N2241800E4049000
2024711197;158;158;5610A;1;sortie;r200N2239400E4049400
2022511202;48;48;5610A;1;sortie;r200N2240400E4045000
1994811169;67;67;5610A;1;sortie;r200N2233800E3989600
1995011165;70;70;5610C;1;sortie;r200N2233000E3990000
1995911166;60;60;5610A;1;sortie;r200N2233200E3991800
1996411168;39;39;5610C;1;sortie;r200N2233600E3992800
1996311162;23;23;5610C;1;sortie;r200N2232400E3992600
1996511156;23;23;5610C;1;sortie;r200N2231200E3993000
1995111161;25;25;5610C;1;sortie;r200N2232200E3990200
1995211161;36;36;5610A;1;sortie;r200N2232200E3990400
1994811158;86;86;5610A;1;sortie;r200N2231600E3989600
1994811158;30;30;5610A;1;sortie;r200N2231600E3989600
1994811158;33;33;5610C;1;sortie;r200N2231600E3989600
1994911156;106;106;5610A;1;sortie;r200N2231200E3989800
1994811156;66;66;5610A;1;sortie;r200N2231200E3989600
1994711158;21;21;5610A;1;sortie;r200N2231600E3989400
1994711158;30;30;5610A;1;sortie;r200N2231600E3989400
1994811158;37;37;5610A;1;sortie;r200N2231600E3989600
1994811158;65;65;5610A;1;sortie;r200N2231600E3989600
1994811158;30;30;5610C;1;sortie;r200N2231600E3989600
1994811158;32;32;5610A;1;sortie;r200N2231600E3989600
1994811158;40;40;5610A;1;sortie;r200N2231600E3989600
1994511156;56;56;5610C;1;sortie;r200N2231200E3989000
1994711158;55;55;5610A;1;sortie;r200N2231600E3989400
1994011169;20;20;5610C;1;sortie;r200N2233800E3988000
1994211168;50;50;5610A;1;sortie;r200N2233600E3988400
1994011167;70;70;5610A;1;sortie;r200N2233400E3988000
1994011167;39;39;5610C;1;sortie;r200N2233400E3988000
1993911168;26;26;5610C;1;sortie;r200N2233600E3987800
1994311170;48;48;5610A;1;sortie;r200N2234000E3988600
1993611172;50;50;5610C;1;sortie;r200N2234400E3987200
1993511169;15;15;5610C;1;sortie;r200N2233800E3987000
1993111167;20;20;5610C;1;sortie;r200N2233400E3986200
1993411178;25;25;5610C;1;sortie;r200N2235600E3986800
1993011176;53;53;5610A;1;sortie;r200N2235200E3986000
1995411164;5;4;5610C;1;sortie;r200N2232800E3990800
1994711163;16;16;5610C;1;sortie;r200N2232600E3989400
1994711165;128;128;5610A;1;sortie;r200N2233000E3989400
1994511163;131;131;5610A;1;sortie;r200N2232600E3989000
1994611162;60;60;5610C;1;sortie;r200N2232400E3989200
1996011160;25;25;5610C;1;sortie;r200N2232000E3992000
1994411165;50;50;5610C;1;sortie;r200N2233000E3988800
1967411574;48;48;5610A;1;sortie;r200N2314800E3934800
1967311574;41;41;5610A;1;sortie;r200N2314800E3934600
1967011532;38;38;5610C;1;sortie;r200N2306400E3934000
1966611532;20;20;5610C;1;sortie;r200N2306400E3933200
1985111492;136;136;5610A;1;sortie;r200N2298400E3970200
1974111694;20;20;5610A;1;sortie;r200N2338800E3948200
1959711691;60;60;5610A;1;sortie;r200N2338200E3919400
1959611691;45;45;5610C;1;sortie;r200N2338200E3919200
1959811692;215;215;5610C;1;sortie;r200N2338400E3919600
1959711691;79;79;5610A;1;sortie;r200N2338200E3919400
1959111706;128;128;5610C;1;sortie;r200N2341200E3918200
1959711691;50;50;5610C;1;sortie;r200N2338200E3919400
1959811702;50;50;5610C;1;sortie;r200N2340400E3919600
1955611643;23;23;5610C;1;sortie;r200N2328600E3911200
1955411642;90;90;5610C;1;sortie;r200N2328400E3910800
1955711642;90;90;5610C;1;sortie;r200N2328400E3911400
1967811705;70;70;5610C;1;sortie;r200N2341000E3935600
1967211705;50;50;5610C;1;sortie;r200N2341000E3934400
1955711665;32;32;5610A;1;sortie;r200N2333000E3911400
1955111659;250;250;5610C;1;sortie;r200N2331800E3910200
1955111659;120;120;5610C;1;sortie;r200N2331800E3910200
1960711648;31;31;5610C;1;sortie;r200N2329600E3921400
1960711647;12;12;5610C;1;sortie;r200N2329400E3921400
1965511666;101;101;5610C;1;sortie;r200N2333200E3931000
1982011600;25;25;5610C;1;sortie;r200N2320000E3964000
1975711619;63;63;5610A;1;sortie;r200N2323800E3951400
1975811624;92;92;5610C;1;sortie;r200N2324800E3951600
1975511497;500;500;5610C;1;sortie;r200N2299400E3951000
1969211698;50;50;5610A;1;sortie;r200N2339600E3938400
1969111698;60;60;5610A;1;sortie;r200N2339600E3938200
1958911777;65;65;5610A;1;sortie;r200N2355400E3917800
1958711847;35;35;5610C;1;sortie;r200N2369400E3917400
1990811630;45;45;5610A;1;sortie;r200N2326000E3981600
1990811630;16;16;5610C;1;sortie;r200N2326000E3981600
1990911630;17;17;5610A;1;sortie;r200N2326000E3981800
1990911630;48;48;5610A;1;sortie;r200N2326000E3981800
1990911631;29;29;5610A;1;sortie;r200N2326200E3981800
1990911630;32;32;5610A;1;sortie;r200N2326000E3981800
1990911631;15;15;5610C;1;sortie;r200N2326200E3981800
1944111504;67;67;5610C;1;sortie;r200N2300800E3888200
1943411503;120;120;5610C;1;sortie;r200N2300600E3886800
1943311506;45;45;5610C;1;sortie;r200N2301200E3886600
1946511486;150;150;5610A;1;sortie;r200N2297200E3893000
1936611457;120;120;5610A;1;sortie;r200N2291400E3873200
1944111514;150;150;5610C;1;sortie;r200N2302800E3888200
1943411504;45;45;5610A;1;sortie;r200N2300800E3886800
1942811508;140;140;5610C;1;sortie;r200N2301600E3885600
1943711505;59;59;5610C;1;sortie;r200N2301000E3887400
1943611503;78;78;5610C;1;sortie;r200N2300600E3887200
1943511504;80;80;5610A;1;sortie;r200N2300800E3887000
1943511505;90;90;5610A;1;sortie;r200N2301000E3887000
1936911502;935;935;5610A;1;sortie;r200N2300400E3873800
1943511504;70;70;5610A;1;sortie;r200N2300800E3887000
1943311503;62;62;5610C;1;sortie;r200N2300600E3886600
1943511503;60;60;5610A;1;sortie;r200N2300600E3887000
1943411503;35;35;5610A;1;sortie;r200N2300600E3886800
1944211515;345;345;5610C;1;sortie;r200N2303000E3888400
1948311441;109;109;5610A;1;sortie;r200N2288200E3896600
1943911496;454;454;5610A;1;sortie;r200N2299200E3887800
1943411503;36;36;5610A;1;sortie;r200N2300600E3886800
1943411504;24;24;5610C;1;sortie;r200N2300800E3886800
1943411504;18;18;5610A;1;sortie;r200N2300800E3886800
1943811496;340;340;5610A;1;sortie;r200N2299200E3887600
1946511353;132;132;5610C;1;sortie;r200N2270600E3893000
1943411504;45;45;5610A;1;sortie;r200N2300800E3886800
1944011377;260;260;5610C;1;sortie;r200N2275400E3888000
1943511504;83;83;5610A;1;sortie;r200N2300800E3887000
1943311504;12;12;5610A;1;sortie;r200N2300800E3886600
1943611504;63;63;5610A;1;sortie;r200N2300800E3887200
1943611504;20;20;5610A;1;sortie;r200N2300800E3887200
1943811503;72;72;5610C;1;sortie;r200N2300600E3887600
1981111215;319;319;5610C;1;sortie;r200N2243000E3962200
1981611201;50;50;5610C;1;sortie;r200N2240200E3963200
1981611200;40;40;5610A;1;sortie;r200N2240000E3963200
1982311207;55;55;5610A;1;sortie;r200N2241400E3964600
1981411199;75;75;5610A;1;sortie;r200N2239800E3962800
1982411206;120;120;5610A;1;sortie;r200N2241200E3964800
1981411201;38;38;5610A;1;sortie;r200N2240200E3962800
1981411200;27;27;5610C;1;sortie;r200N2240000E3962800
1982411208;120;120;5610C;1;sortie;r200N2241600E3964800
1982011206;70;70;5610A;1;sortie;r200N2241200E3964000
1982111206;24;24;5610C;1;sortie;r200N2241200E3964200
1981611202;152;152;5610A;1;sortie;r200N2240400E3963200
1981811211;150;150;5610A;1;sortie;r200N2242200E3963600
1981611201;40;40;5610C;1;sortie;r200N2240200E3963200
1981711205;40;40;5610A;1;sortie;r200N2241000E3963400
1981511201;26;26;5610C;1;sortie;r200N2240200E3963000
1981511202;64;64;5610C;1;sortie;r200N2240400E3963000
1981411199;50;50;5610C;1;sortie;r200N2239800E3962800
1981411207;160;160;5610C;1;sortie;r200N2241400E3962800
1982011206;124;124;5610A;1;sortie;r200N2241200E3964000
1982111206;5;0;5610C;1;sortie;r200N2241200E3964200
1981111215;100;100;5610C;1;sortie;r200N2243000E3962200
1981211203;18;18;5610C;1;sortie;r200N2240600E3962400
1981411199;43;43;5610C;1;sortie;r200N2239800E3962800
1950311585;110;110;5610A;1;sortie;r200N2317000E3900600
1950311585;50;50;5610A;1;sortie;r200N2317000E3900600
1965911518;110;110;5610C;1;sortie;r200N2303600E3931800
1967111505;5;0;5610A;1;sortie;r200N2301000E3934200
1967111505;357;357;5610A;1;sortie;r200N2301000E3934200
1967111505;26;26;5610A;1;sortie;r200N2301000E3934200
1967111505;28;28;5610A;1;sortie;r200N2301000E3934200
1972211339;59;59;5610C;1;sortie;r200N2267800E3944400
1972211338;202;202;5610C;1;sortie;r200N2267600E3944400
1970311338;120;120;5610C;1;sortie;r200N2267600E3940600
1972311339;52;52;5610C;1;sortie;r200N2267800E3944600
1972311337;230;230;5610A;1;sortie;r200N2267400E3944600
1972311338;457;457;5610A;1;sortie;r200N2267600E3944600
1970311338;119;119;5610C;1;sortie;r200N2267600E3940600
1970311339;161;161;5610C;1;sortie;r200N2267800E3940600
1972611340;150;150;5610C;1;sortie;r200N2268000E3945200
1982711360;180;180;5610A;1;sortie;r200N2272000E3965400
