IRIS	km_pa	f_i	co2_i	n	snv	ind	tx	prix	shape	dens
130010101	2836.100716776044	460.7074662302349	154.19980023973395	3	27476.21196820944	1069.5	0.03290923109060495	8488.277479892762	Aix-en-Provence	38.39228885251957
130010102	3057.998847440396	558.0925383251615	177.80206361878504	3	22076.547339593115	1278	0.02489754452650561	5952.219512195122	Aix-en-Provence	46.50771152709679
130010103	3375.1402742505966	494.8150145335395	197.09432559588203	2	24137.824231782266	1139	0.054288467463950774	4881.3123028391165	Aix-en-Provence	61.85187681669244
130010104	3194.0917497333085	1123.1754020361032	393.6382160287524	5	22917.382233119577	2651	0.024350855984016873	5450.231423819028	Aix-en-Provence	56.15877010180516
130010105	2839.9202066080984	512.4997147662566	147.40216501666717	2	23003.142613151154	1171	0.014170699189379965	5700.562200956938	Aix-en-Provence	64.06246434578208
130010202	2978.2004972998925	657.3633089019044	255.54338244385897	6	26260.791495106314	1481.5	0.03356018386307613	6262.083154121864	Aix-en-Provence	27.39013787091268
130010203	3678.5036417607535	1448.1455308094387	822.2763491006893	19	28345.29161467052	3285.5	0.024200974160559774	7580.3620218579235	Aix-en-Provence	19.05454645801893
130010204	3128.732141899077	1147.2947524139015	531.6373695151534	11	30013.571533694812	2582	0.03958151056379955	6825.58941058941	Aix-en-Provence	26.07488073667958
130010205	3625.975275075003	187.9522487599545	94.49307238960797	2	24032.05437352246	423	0.03667661679962819	6688.311688311688	Aix-en-Provence	23.494031094994313
130010206	2761.7442864886843	1437.238777183856	520.285289478054	8	27008.986900228483	3282.5	0.022731812990009814	6221.437594744821	Aix-en-Provence	44.9137117869955
130010301	3560.8484987864567	1257.555682770984	675.2265173288406	15	25224.03096842852	2819	0.023415627573995623	4681.276692996314	Aix-en-Provence	20.959261379516402
130010302	4122.930736008656	480.22672852446163	335.8386018809681	8	26664.514048825426	1085.5	0.036174332324214076	4320.179948586118	Aix-en-Provence	15.007085266389426
130010303	4312.468612876051	858.7819748001197	662.0427510877626	11	26941.44794201398	1931.5	0.029254694239011947	4301.828494623656	Aix-en-Provence	19.517772154548176
130010304	4629.004088868165	841.2581831634127	678.908066998119	11	25262.690856082692	1886.5	0.013062240721681606	4086.403016528926	Aix-en-Provence	19.119504162804834
130010305	3405.626537094531	974.4682875335408	564.3974809355434	10	26193.609286523217	2207.5	0.033090718391062035	4374.096534653465	Aix-en-Provence	24.36170718833852
130010306	3660.0865647098585	1116.2027471936642	674.7601250802377	8	21271.939314194577	2508	0.023097355407378783	3637.757980697847	Aix-en-Provence	34.88133584980201
130010307	4006.2391702335035	739.1276323515434	487.9419733653656	6	25393.246913580246	1660.5	0.011125906800903751	3946.0166468489892	Aix-en-Provence	30.796984681314306
130010401	4530.331293456152	1674.6884920166867	1351.794387736448	28	31061.835665914223	3765.5	0.03091448301728783	6684.1040462427745	Aix-en-Provence	14.95257582157756
130010402	4681.047837931014	949.818972583093	776.3912812465638	14	27002.550761302413	2134.5	0.03483341261478512	4892.103309929789	Aix-en-Provence	16.961053081840944
130010403	6670.846876210296	759.6179327887793	878.4660344543788	9	23242.517004405287	1702.5	0.032164165383594234	4540.455355450237	Aix-en-Provence	21.100498133021645
130010404	7621.021538152492	1168.8973560580823	1734.0132506614896	175	28478.13652063261	2750.5	0.02869089142701431	9035.502512562814	Aix-en-Provence	1.6698533657972605
130010501	4327.291893407555	577.6907689563153	343.7544872554164	5	19577.608947165445	1296.5	-0.019662215329138033	5859.090909090909	Aix-en-Provence	28.884538447815768
130010502	5338.374329703813	985.9280551345569	923.690348832031	10	22875.30356498195	2216	0.04756165647313737	3928.639308855292	Aix-en-Provence	24.648201378363922
130010503	3913.60097664477	1076.9677297738106	732.2713601711307	12	28174.39432712215	2415	0.022035556360890496	5339.582880434783	Aix-en-Provence	22.436827703621052
130010504	5997.208696811727	1484.480612803945	1620.4692680257006	44	26151.276692630316	3338	0.025988890313699775	5186.322916666667	Aix-en-Provence	8.43454893638605
130010505	5401.802577933641	843.929936142469	829.696004581832	22	28862.645100105372	1898	0.027957757784171422	7146.008547008547	Aix-en-Provence	9.590112910709875
130010506	5545.338033084623	773.5868248517089	801.6171099900964	26	29739.488805755394	1737.5	0.04010638750750806	5826.179378531074	Aix-en-Provence	7.438334854343355
130010601	3556.2763664964104	774.7175268475683	395.6419468722515	4	16001.645135290732	1737	-0.0018317986071282322	2755.844155844156	Aix-en-Provence	48.419845427973016
130010602	3188.4959270974514	796.3977059522433	352.8612468000434	3	16216.504410540914	1802.5	-0.0010257088847034357	2434.2105263157896	Aix-en-Provence	66.36647549602027
130010603	3335.480551608474	519.9432656623717	251.26166470401563	2	19477.592713244747	1166.5	0.007111538795849803	2735.245901639344	Aix-en-Provence	64.99290820779646
130010604	3299.295732419177	1292.3302168871548	655.9383663636308	5	18866.47191745486	2907.5	0.018402714983484225	3862.3866090712745	Aix-en-Provence	64.61651084435775
130010605	3809.680910622387	677.5023213808441	449.6209967703331	9	29076.96454366382	1523	0.0151961773769822	5136.054945054945	Aix-en-Provence	18.819508927245668
