COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;921;Antony;CHAR;4
CODGEO;Code géographique;Code géographique;922;Nanterre;CHAR;4
CODGEO;Code géographique;Code géographique;923;Boulogne-Billancourt;CHAR;4
CODGEO;Code géographique;Code géographique;931;Bobigny;CHAR;4
CODGEO;Code géographique;Code géographique;932;Le Raincy;CHAR;4
CODGEO;Code géographique;Code géographique;933;Saint-Denis;CHAR;4
CODGEO;Code géographique;Code géographique;941;Créteil;CHAR;4
CODGEO;Code géographique;Code géographique;942;Nogent-sur-Marne;CHAR;4
CODGEO;Code géographique;Code géographique;943;L'Haÿ-les-Roses;CHAR;4
CODGEO;Code géographique;Code géographique;951;Argenteuil;CHAR;4
CODGEO;Code géographique;Code géographique;952;Sarcelles;CHAR;4
CODGEO;Code géographique;Code géographique;953;Pontoise;CHAR;4
CODGEO;Code géographique;Code géographique;9721;Fort-de-France;CHAR;4
CODGEO;Code géographique;Code géographique;9722;La Trinité;CHAR;4
CODGEO;Code géographique;Code géographique;9723;Le Marin;CHAR;4
CODGEO;Code géographique;Code géographique;9724;Saint-Pierre;CHAR;4
CODGEO;Code géographique;Code géographique;9741;Saint-Denis;CHAR;4
CODGEO;Code géographique;Code géographique;9742;Saint-Pierre;CHAR;4
CODGEO;Code géographique;Code géographique;9743;Saint-Benoît;CHAR;4
CODGEO;Code géographique;Code géographique;9744;Saint-Paul;CHAR;4
