COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;238;Trouville-sur-Mer;CHAR;3
CODGEO;Code géographique;Code géographique;239;Autun;CHAR;3
CODGEO;Code géographique;Code géographique;240;Remiremont;CHAR;3
CODGEO;Code géographique;Code géographique;241;Parthenay;CHAR;3
CODGEO;Code géographique;Code géographique;242;Noyon;CHAR;3
CODGEO;Code géographique;Code géographique;243;Ambérieu-en-Bugey;CHAR;3
CODGEO;Code géographique;Code géographique;244;Château-Gontier-sur-Mayenne;CHAR;3
CODGEO;Code géographique;Code géographique;245;Villefranche-de-Rouergue;CHAR;3
CODGEO;Code géographique;Code géographique;246;Friville-Escarbotin;CHAR;3
CODGEO;Code géographique;Code géographique;247;Étaples - Le Touquet-Paris-Plage;CHAR;3
CODGEO;Code géographique;Code géographique;248;Eu;CHAR;3
CODGEO;Code géographique;Code géographique;249;Sallanches;CHAR;3
CODGEO;Code géographique;Code géographique;250;Val de Briey;CHAR;3
CODGEO;Code géographique;Code géographique;251;Digne-les-Bains;CHAR;3
CODGEO;Code géographique;Code géographique;252;Nogent-le-Rotrou;CHAR;3
CODGEO;Code géographique;Code géographique;253;Oloron-Sainte-Marie;CHAR;3
CODGEO;Code géographique;Code géographique;254;Cosne-Cours-sur-Loire;CHAR;3
CODGEO;Code géographique;Code géographique;255;Ploërmel;CHAR;3
CODGEO;Code géographique;Code géographique;256;Bruay-la-Buissière;CHAR;3
CODGEO;Code géographique;Code géographique;257;Guingamp;CHAR;3
CODGEO;Code géographique;Code géographique;258;Segré-en-Anjou Bleu;CHAR;3
CODGEO;Code géographique;Code géographique;259;Luxeuil-les-Bains;CHAR;3
CODGEO;Code géographique;Code géographique;260;Langres;CHAR;3
CODGEO;Code géographique;Code géographique;261;Hendaye (partie française);CHAR;3
CODGEO;Code géographique;Code géographique;262;L'Aigle;CHAR;3
CODGEO;Code géographique;Code géographique;263;Aire-sur-la-Lys;CHAR;3
CODGEO;Code géographique;Code géographique;264;Romilly-sur-Seine;CHAR;3
CODGEO;Code géographique;Code géographique;265;Bayeux;CHAR;3
CODGEO;Code géographique;Code géographique;266;Biscarrosse;CHAR;3
CODGEO;Code géographique;Code géographique;267;Privas;CHAR;3
CODGEO;Code géographique;Code géographique;268;Castelnaudary;CHAR;3
CODGEO;Code géographique;Code géographique;269;Miramas;CHAR;3
CODGEO;Code géographique;Code géographique;270;Pithiviers;CHAR;3
