IRIS;DEC_PIMP18;DEC_TP6018;DEC_Q118;DEC_MED18;DEC_Q318;DEC_EQ18;DEC_D118;DEC_D218;DEC_D318;DEC_D418;DEC_D618;DEC_D718;DEC_D818;DEC_D918;DEC_RD18;DEC_S80S2018;DEC_GI18;DEC_PACT18;DEC_PTSA18;DEC_PCHO18;DEC_PBEN18;DEC_PPEN18;DEC_PAUT18;DEC_NOTE18
920040401;79;9.7;23920;36120;50960;0.75;13510;20480;26490;31980;41220;47540;56940;80100;5.9;8.4;0.391;80.6;72.5;2.3;5.8;12.6;6.8;0
920040402;74.2;11.2;22070;35020;51250;0.83;11130;18480;25260;30170;39580;47460;54610;68870;6.2;9.9;0.416;71.9;65.9;2.4;3.6;11.4;16.7;0
920040403;81.4;;26610;40110;56580;0.75;16110;23820;30160;35160;46230;52950;62050;77230;4.8;6.8;0.361;82.9;77.2;2.5;3.2;10.4;6.7;0
920040404;80.5;;24880;37480;54880;0.8;14740;21420;26900;32160;42770;49670;58440;71990;4.9;7.1;0.37;80;74.7;2.2;3.1;14;6;0
920040501;57.7;29.8;10960;22580;37120;1.16;5540;9600;13130;16750;29010;34310;41000;52310;9.4;12;0.422;85.7;76.8;3.4;5.5;11.1;3.2;0
920040502;62.4;26.2;12480;23240;37040;1.06;6470;10840;14590;18300;27940;33890;40910;54240;8.4;10.3;0.406;92.9;84.7;3.2;5;4.8;2.3;0
920040503;61;27.4;11920;21800;35960;1.1;6140;9620;13970;17890;26150;31740;40250;55190;9;11.9;0.424;86.8;79.6;3.4;3.8;10.2;3;0
920040504;56.5;33.2;10180;20280;32590;1.1;4770;8500;11950;16270;24230;29410;36210;48050;10.1;12.8;0.421;74.5;67.4;3.5;3.6;22.2;3.3;0
920040601;37.4;45.9;8320;14050;21790;0.96;4080;7160;9450;11750;16430;19760;23580;29330;7.2;8.6;0.361;82.2;75;6.2;1;16.3;1.5;0
920040602;51.7;35.6;10460;17480;29790;1.11;4990;8960;12060;14570;21850;26850;33380;44750;9;11.1;0.412;77.7;69.5;4.4;3.8;19.8;2.5;0
920040603;63.3;23.1;13590;24200;39020;1.05;7340;12030;15390;19410;29970;35580;43550;58980;8;10.3;0.414;84.9;78;3.4;3.5;11.9;3.2;0
920040604;70.1;19.1;15740;27930;42420;0.95;8200;13300;18140;22630;33430;38740;45910;57590;7;9;0.38;88.1;82.1;3;3;9.1;2.8;0
920040701;;;8250;14170;21270;0.92;4510;7340;10350;12390;16690;19260;24000;30520;6.8;8.5;0.365;84.7;;;;14.2;1.1;1
920040702;33.5;49.5;8250;13150;19630;0.87;4140;6770;9310;10980;15700;18220;21360;26160;6.3;7.8;0.338;76.6;69.9;5.9;0.8;22.9;0.5;0
920040703;43;39.2;9470;14970;23830;0.96;4280;8350;10730;13210;18340;21890;25700;32430;7.6;8.3;0.362;73.9;66.9;5.6;1.4;24.7;1.4;0
920040704;41.8;45;8320;14530;23520;1.05;4050;6880;9090;11790;17840;21320;26070;33870;8.4;10.3;0.391;76.1;70.5;4.2;1.4;21.9;2;0
920040705;35.5;43.9;9340;14240;20970;0.82;4860;8180;10280;12050;16380;19220;23340;29090;6;6.8;0.335;75.5;69.1;4.9;1.5;23.3;1.2;0
920040706;58;30;11520;19520;28860;0.89;6360;10390;12970;15670;23450;26330;31160;42030;6.6;8.4;0.367;81.6;74.5;5;2.1;17.3;1.1;0
920040707;60.1;29.2;11850;21390;33040;0.99;5950;9760;13350;17110;25410;30600;36820;45940;7.7;10;0.382;79.2;73.4;3.7;2.1;18;2.8;0
920070101;57.8;25.5;12820;22340;31980;0.86;6310;10970;14610;18350;25940;29290;34570;42430;6.7;8.3;0.352;81.5;75;3.2;3.3;16.4;2.1;0
920070102;63.4;21.5;14530;22800;34320;0.87;8650;12670;15830;19520;26530;31240;38230;52810;6.1;7.8;0.383;72.7;66.2;2.4;4.1;21.4;5.9;0
920070103;47;39.4;9560;15810;23330;0.87;4470;8230;10610;13090;18380;21510;25950;33680;7.5;8.6;0.364;78.9;71.3;5.4;2.2;20.1;1;0
920070104;56.9;30.6;11300;20140;30860;0.97;6050;9640;12790;16600;23630;27940;34120;42530;7;9.7;0.383;81;74.6;4.1;2.3;17.5;1.5;0
920070105;45.9;40.7;9020;15830;23770;0.93;5110;8100;10290;12740;18570;21430;25860;33710;6.6;8.1;0.366;75.8;67.9;5.4;2.5;22.6;1.6;0
920070106;54.6;25.3;12870;20060;29520;0.83;7330;11310;14130;16970;23190;26740;33530;43320;5.9;7.3;0.356;74.7;69.1;4.1;1.5;22.7;2.6;0
920070107;39.4;44.3;8920;14310;21300;0.86;4900;8040;10090;12240;16950;19860;22840;28920;5.9;7.1;0.336;78.7;71.9;5.5;1.3;20.5;0.8;0
920070108;57.1;29.2;11860;20010;28700;0.84;6080;10070;13470;16600;23290;26570;31950;41700;6.9;8.2;0.362;74;68.3;3.2;2.5;24.1;1.9;0
920070109;65.8;17;15820;25350;36860;0.83;9060;14140;18290;21980;29620;34140;40230;49780;5.5;6.8;0.338;80.9;75.1;3;2.8;16.2;2.9;0
920070110;56.4;27.3;12360;19830;30620;0.92;6000;10250;13550;16650;23680;27670;33490;45490;7.6;9.4;0.382;77.9;70.8;3.7;3.4;17.8;4.3;0
920070111;61.8;21.1;14170;22950;34830;0.9;7970;12620;15830;19840;26850;31900;37790;45960;5.8;7.7;0.365;78.7;72.6;3.1;3;16.6;4.7;0
920070112;53.7;31.7;10670;18620;27400;0.9;6040;9130;12290;15510;21300;25020;30650;39650;6.6;8.6;0.381;77.8;72.2;3.9;1.7;18.8;3.4;0
920070113;48.3;36.8;9640;17160;28140;1.08;5480;8250;10980;13850;21200;25590;31240;40500;7.4;9.8;0.391;83.4;77.2;4;2.2;14.8;1.8;0
920070114;;;8310;13650;22380;1.03;3190;6650;9450;11670;17690;20600;24250;30190;9.5;11.2;0.385;83.5;77.3;5.1;1.1;15.6;0.9;0
920070115;47.6;37.4;10170;16040;25360;0.95;5620;8420;11340;13460;18580;22630;28410;37920;6.7;8.9;0.385;79.6;72.1;4.2;3.3;18.7;1.7;0
920070116;46;34.5;10370;16970;24900;0.86;4690;9040;11570;14360;19850;22910;26940;33240;7.1;8;0.346;79.1;73;4.4;1.7;20.1;0.8;0
920070117;71.7;13.6;18790;27910;39080;0.73;10360;16560;20350;23970;30770;35830;42380;49520;4.8;5.6;0.308;84.2;78.6;2.1;3.5;13.2;2.6;0
920090101;;;11010;19880;32340;1.07;5340;9260;12950;16770;24630;29920;35210;44670;8.4;10.2;0.387;83.8;76.6;4.4;2.8;13.7;2.5;0
920090102;62.2;21.3;14450;25450;41630;1.07;6830;12240;17030;20600;31220;37760;46020;65910;9.6;11.7;0.417;78.4;72.5;2.8;3.1;17.6;4;0
920090103;74;13.8;20270;32550;48420;0.86;9640;16810;22620;27300;38120;44480;52880;68980;7.2;8.5;0.367;84.7;78.3;2.5;3.9;11.3;4;0
920090104;74;12.6;21370;34830;51050;0.85;10490;18230;24250;30180;40280;47000;56780;74580;7.1;8.5;0.373;81.3;74.6;2.7;4;13.8;4.9;0
920090105;74.7;10;20200;32500;47470;0.84;13030;18080;23300;27950;37780;43600;51750;66170;5.1;6.5;0.341;80.3;74.4;2.3;3.6;16.1;3.6;0
920090106;76.1;13.2;22740;36500;54640;0.87;10330;19590;25080;31020;43510;49790;60460;80190;7.8;8.8;0.374;81.2;74.1;3;4.1;13.6;5.2;0
920090107;76.8;;23240;33920;51160;0.82;13340;20800;25810;29930;39770;46870;57560;74520;5.6;7.8;0.389;80.6;71.2;2.1;7.3;15.7;3.7;0
920090108;72.2;13.4;20490;32100;45330;0.77;10670;17470;23330;27420;36390;42440;50080;63430;5.9;7.5;0.354;81.5;76.2;2.6;2.7;15.3;3.2;0
920090109;80.6;;27480;42560;63840;0.85;16010;23510;30930;36340;49480;57680;72980;95230;5.9;8;0.381;77.2;70.8;1.9;4.5;15.2;7.6;0
920090110;72.2;12.6;19890;32220;48900;0.9;11230;17410;22460;27090;38420;45430;54240;73410;6.5;9.5;0.417;80.3;71.2;2.4;6.7;14.8;4.9;0
920090111;81.2;;25690;36760;53030;0.74;15690;22810;27520;32200;41530;47990;58330;72820;4.6;6.1;0.344;76.9;69.8;2.2;4.9;17.9;5.2;0
920090112;77.7;10.7;21590;35490;52230;0.86;12530;18970;24580;29810;41760;48620;57110;73150;5.8;7.3;0.354;84.3;77.5;2.5;4.3;12;3.7;0
920120101;80;;28810;49020;76230;0.97;16720;24930;32460;41480;58550;68430;89420;125110;7.5;12.4;0.488;69.2;58.5;1.7;9;10.5;20.3;0
920120102;82.6;;29090;49300;80090;1.03;15960;25540;33210;40770;61050;72040;90840;126360;7.9;10.8;0.444;69.8;57;1.7;11.1;18.8;11.4;0
920120103;78;;27980;44350;69610;0.94;15880;25370;30640;38070;53950;64300;79890;117450;7.4;11.6;0.481;65.8;60.3;1.7;3.8;13.6;20.6;0
920120105;78.3;8;25350;41460;62800;0.9;14900;22210;28040;34150;48210;58700;70060;101470;6.8;10;0.43;76.2;68.1;2.4;5.7;12.8;11;0
920120106;77.7;8.8;24670;39900;58230;0.84;14380;21820;27630;33450;45730;53500;62930;83560;5.8;8.4;0.392;78.9;71.9;2.3;4.7;14;7.1;0
920120107;74.2;11.3;20120;37200;59240;1.05;12400;17240;23530;29910;45930;54560;64990;88380;7.1;10.4;0.427;68.9;60.8;2;6.1;23.5;7.6;0
920120201;79.1;9;24520;39600;58800;0.87;13510;21330;27080;33180;46410;53870;64420;87410;6.5;8.7;0.401;68.5;61.5;1.5;5.5;22.1;9.4;0
920120202;80.7;;26100;38190;53760;0.72;15800;23590;28320;33130;44220;50160;57900;73130;4.6;5.9;0.332;71.7;64.6;2;5.1;21.4;6.9;0
920120203;77.9;9.7;23840;38370;59520;0.93;13170;20530;26640;32410;45850;53650;66230;84860;6.4;8;0.371;72.8;65.9;2.3;4.6;19.6;7.6;0
920120204;76.9;10.1;22060;35250;56260;0.97;12920;19350;24040;29140;41850;51440;62820;83650;6.5;8.7;0.395;79.5;72.5;2.4;4.6;14;6.5;0
920120205;76.4;11.3;21540;35050;51960;0.87;11830;18960;24470;30090;41440;47950;57970;77610;6.6;9.1;0.4;75.5;69.5;2.4;3.6;18.4;6.1;0
920120206;76.4;10.3;24280;40070;62560;0.96;12710;20990;27370;33160;47580;56300;69640;98240;7.7;10.6;0.428;79.1;71.2;2.3;5.6;13.5;7.4;0
920120207;75.8;10.6;22210;34060;46980;0.73;12360;19540;24370;29750;38890;43800;51490;63140;5.1;6.5;0.327;74;67;2.6;4.4;21.9;4.1;0
920120208;76.7;10.6;24580;39590;57900;0.84;12840;20830;28460;33820;46090;52980;65030;82860;6.5;8.1;0.366;73.4;66.9;2.6;3.9;18.3;8.3;0
920120301;71.6;13.6;19340;31370;46550;0.87;10260;17000;21990;26620;36820;42830;51300;66170;6.4;8.4;0.381;80.9;74.2;3.3;3.4;12.5;6.6;0
920120302;76.9;11.8;21170;35910;55220;0.95;11180;18090;23840;29000;42220;50010;61040;78560;7;8.9;0.391;83.1;77.3;2.4;3.4;12.3;4.6;0
920120303;74.8;12.7;20000;33110;53180;1;11170;17340;22520;27180;39450;47920;59170;79170;7.1;9.4;0.408;88.4;81.5;2.4;4.5;6.8;4.8;0
920120304;;;12160;18220;24500;0.68;7780;11070;13910;16090;20420;22890;26190;31410;4;4.9;0.285;59.5;52.8;4.6;2.1;39.2;1.3;0
920120305;75.2;11;23790;34080;49140;0.74;11150;21300;25720;29550;39640;44850;53680;67050;6;6.5;0.334;77.4;71.4;2.3;3.7;16.9;5.7;0
920120401;77.6;8.8;24930;39160;60240;0.9;14150;21680;27670;33210;47380;54790;66380;84380;6;8;0.377;74.4;67.5;2.7;4.2;18.1;7.5;0
920120402;36.3;42.9;9020;14470;21360;0.85;4340;7780;10080;12580;17310;20000;23830;28680;6.6;8.1;0.349;74.8;67.2;6.1;1.5;24.4;0.8;0
920120403;78.3;9.1;23080;35930;50520;0.76;13720;20630;25020;30820;40980;46900;55010;71930;5.2;6.6;0.343;75.5;69.6;2.8;3.1;18.9;5.6;0
920120404;74.5;10.9;21650;32280;45610;0.74;11920;19040;23830;27990;36780;42050;50440;64390;5.4;6.7;0.343;75.9;68.8;2.5;4.6;20;4.1;0
920120405;68.3;17;16690;30840;49780;1.07;9190;14240;19230;24490;36900;44810;53450;70570;7.7;10.2;0.407;76.4;69.3;2.3;4.8;17.7;5.9;0
920120406;73.7;12.8;21400;34730;51810;0.88;11480;18440;24070;29120;40410;47830;55810;72730;6.3;8.6;0.381;76.6;69.7;2.1;4.8;17.7;5.7;0
920120501;76.9;10.2;24500;39570;59500;0.88;12730;20570;28010;33440;45530;54010;65400;87670;6.9;9.8;0.411;77.8;70.3;2.2;5.3;12.7;9.5;0
920120502;77.1;10.3;24210;38660;58470;0.89;12640;21230;27390;33150;46010;54230;65560;88790;7;11;0.452;77.1;71.6;1.9;3.6;13.2;9.7;0
920120503;73.9;10.1;20960;32850;49530;0.87;12770;18540;23170;28200;39040;45010;54770;70080;5.5;7.6;0.38;74.8;68.4;2.4;4;15.7;9.5;0
920120504;71.6;12.3;19690;33410;48650;0.87;11060;17200;21840;27240;39070;44560;54200;73270;6.6;8.9;0.4;78.1;73.1;2.4;2.6;15.5;6.4;0
920120505;74.2;13.5;20330;34950;52600;0.92;10010;17230;23120;28580;41300;48580;57770;77220;7.7;9.8;0.404;80;73.8;2.7;3.5;13.7;6.3;0
920120506;75.2;12.2;20360;34520;54000;0.97;11510;17580;23570;29230;41470;49920;60590;80000;7;8.7;0.384;79.9;73.5;2.3;4.1;13.9;6.2;0
920120601;81.2;6.7;27540;43360;64870;0.86;15900;24030;30620;36720;51220;59890;70800;94520;5.9;8.2;0.397;70.3;63;2;5.3;21.6;8.1;0
920120602;80.6;7.7;26800;44620;65590;0.87;15270;23330;31420;36930;50340;58950;73260;98840;6.5;8.9;0.399;77.3;70.4;2.1;4.8;13.4;9.3;0
920120603;79.9;9.3;26010;41960;65650;0.94;13900;22310;28980;35510;50320;59680;73870;100020;7.2;10.3;0.424;70.8;64.3;1.9;4.6;19.8;9.4;0
920120604;74.6;11;22480;37550;55630;0.88;11830;19840;26250;31190;43920;51420;60810;82280;7;10;0.419;75.9;65.2;2.9;7.8;16.4;7.7;0
920120701;73.5;12;21230;33230;61460;1.21;11550;18250;23950;28000;41470;52520;71530;105310;9.1;14.4;0.507;71.4;64.7;2.2;4.5;15.3;13.3;0
920120702;76.7;9;26500;46720;72250;0.98;14070;22610;31260;39420;54700;65950;81560;126980;9;14;0.489;70.3;59.2;1.8;9.3;14.7;15;0
920120703;82.6;;33680;59470;102040;1.15;19870;28320;38160;49200;70690;85550;121950;180700;9.1;18;0.565;63.9;55;1.2;7.7;15.3;20.8;0
920120704;77.3;9.5;26470;46890;86310;1.28;13910;22130;29220;38180;58670;75470;101880;170470;12.3;22.1;0.594;60.8;55.1;1.5;4.2;12.7;26.5;0
920120705;78.9;;28380;48070;76590;1;16460;25250;32120;39980;56960;68390;85950;119390;7.3;10.6;0.437;70.7;63.8;1.5;5.4;15.1;14.2;0
920120706;78.8;;27030;44570;67580;0.91;14770;23350;31170;38150;52240;60190;75130;102250;6.9;9.8;0.42;73.8;63.1;2.3;8.4;17.1;9.1;0
920120707;75.2;10.1;22540;38230;61440;1.02;12970;20280;25640;31360;45970;56610;68750;98980;7.6;11.5;0.458;73.7;66.3;1.4;6;15.2;11.1;0
920140101;;;11830;18400;28290;0.89;6000;10200;13010;14850;21320;26160;31930;42770;7.1;9.3;0.391;73.8;69;3;1.8;23.2;3;0
920140102;83.8;;29710;43990;61010;0.71;18680;26020;32290;37790;48770;56520;67480;90080;4.8;6.2;0.344;71.3;65.5;1.4;4.4;22.8;5.9;0
920140103;77.2;;24150;34900;47430;0.67;16150;21480;26160;30560;38980;44140;52080;61880;3.8;5.3;0.307;78.5;73;1.6;3.9;18.3;3.2;0
920140104;74.8;11.2;21070;33260;47420;0.79;11550;18160;23080;27740;38240;43650;51090;63920;5.5;7.3;0.355;72.7;67.2;1.9;3.6;22.7;4.6;0
920140105;74.4;11.3;21600;35330;48410;0.76;11250;18690;24450;29880;40150;45570;52470;66820;5.9;7.1;0.344;77;72.5;1.7;2.8;18.2;4.8;0
920140106;80.1;8.2;23740;37920;57830;0.9;14130;21400;26370;32990;43830;52660;63410;84830;6;8;0.389;71.5;65.6;1.7;4.2;21.2;7.3;0
920140107;81;;28010;41270;59250;0.76;18130;25340;31020;35930;46740;53260;66660;81770;4.5;6.1;0.342;66.1;60.1;1.2;4.8;25.3;8.6;0
920140108;82.3;;26960;38590;52500;0.66;17480;24280;29110;34380;43080;48610;55700;71820;4.1;5.3;0.311;77.4;70.1;1.4;5.9;17.8;4.8;0
920190101;68.6;;19400;27790;37080;0.64;12690;17380;20630;23400;31050;35130;40490;52150;4.1;5.1;0.302;70.2;65.3;2.5;2.4;26.7;3.1;0
920190102;82.6;;26180;37300;51880;0.69;17160;23800;28870;32930;42220;47730;55760;72380;4.2;5.3;0.317;63;57.4;1.9;3.7;29.7;7.3;0
920190103;81.4;;26020;38810;54540;0.73;15570;21960;27920;34160;44110;50710;60590;77830;5;7.1;0.362;72.5;68.6;1.9;2;18.8;8.7;0
920190104;69.3;17.9;16110;26930;41410;0.94;8540;14000;18320;22930;31730;38220;45750;59460;7;8.5;0.377;79.1;73.7;2.5;2.9;17.3;3.6;0
920190105;;;11490;18980;30210;0.99;6330;10480;12750;15990;22580;27880;33060;41750;6.6;7.8;0.366;88.2;81.6;3.7;2.9;10.8;1;0
920190106;44.3;33.1;11180;17280;23850;0.73;6000;10110;12240;14860;19940;22570;25740;30660;5.1;5.9;0.307;76.3;71.4;4.1;0.8;23.2;0.5;0
920190107;35.1;46.4;7930;13810;21490;0.98;2570;6190;8840;10990;16550;19880;23050;28250;11;11.2;0.376;76.2;70.1;5.2;0.9;23.1;0.7;0
920190108;36.9;41.4;8830;14840;20480;0.79;4770;7590;10110;12620;16540;18870;22000;26980;5.7;6.8;0.324;80.3;73.7;5.7;0.9;19.3;0.4;0
920190109;69.1;13;18180;27960;39790;0.77;11130;15660;20520;24700;32060;36630;43570;56060;5;6.6;0.342;85;79.2;2;3.8;11.8;3.2;0
920190110;76.7;10.9;20890;31040;43960;0.74;12180;17590;22610;27390;35950;40830;47610;58620;4.8;6;0.328;82.1;76.1;2.7;3.3;15.3;2.6;0
920190111;81.8;;22420;30500;43510;0.69;15110;21020;23920;27370;34560;39780;48080;59030;3.9;4.9;0.304;86.7;80.2;2.9;3.6;10.1;3.2;0
920190112;82.5;;25660;36510;47870;0.61;16940;23350;27710;32000;40460;44950;52160;66020;3.9;5.3;0.312;72.8;67.4;2.1;3.3;23;4.2;0
920190113;78.3;;24620;36220;50650;0.72;15640;21520;26990;31770;41580;47370;55450;70320;4.5;6.2;0.337;71.2;66.4;2.1;2.7;22.5;6.3;0
920190114;82.9;;29790;40610;56010;0.65;19630;25990;31550;35370;45570;50490;61090;85160;4.3;5.6;0.332;69.6;61.7;1.7;6.2;23.5;6.9;0
920200101;72.8;16.3;17420;29980;42920;0.85;8730;14840;20020;25050;35080;39970;46230;57480;6.6;8.1;0.357;84.8;78.9;2.2;3.7;12.3;2.9;0
920200102;70.5;14.1;18220;28560;40850;0.79;10370;16250;20460;24910;32790;37990;45060;56590;5.5;6.5;0.336;76.9;70.6;2.4;3.9;20;3.1;0
920200103;64.2;23.3;13770;24090;37210;0.97;7240;11490;15990;20430;28500;34270;41100;50410;7;8.6;0.363;79.1;74;2.3;2.8;19;1.9;0
920200104;76.9;11.2;21510;32380;43160;0.67;11790;19120;23960;27650;36020;40640;47090;59560;5;6.4;0.33;78.4;73.6;2.2;2.6;15.9;5.7;0
920200105;;;13100;21470;31510;0.86;7180;11350;14870;18030;24640;29270;35050;45960;6.4;8.6;0.375;78.6;73.5;2.8;2.3;18.7;2.7;0
920200106;78.8;7.1;23100;34220;48580;0.74;15330;20590;25950;29600;39250;45170;53540;67170;4.4;5.4;0.32;79;73.1;2.3;3.6;16.1;4.9;0
920200107;82.2;6;26260;36600;50590;0.66;17470;23790;28460;32560;40970;46740;55350;68740;3.9;5;0.303;81.2;74.6;1.8;4.8;14;4.8;0
920200108;69;15.7;17770;26620;38510;0.78;9210;15230;19860;23000;31320;35670;41090;50200;5.4;6.7;0.335;75.7;69.6;2.6;3.5;22.3;2;0
920200109;78.9;10.7;21620;31320;46270;0.79;12320;19170;23520;27370;35910;42020;51060;62020;5;7.1;0.365;78.4;73.5;2;2.9;15.4;6.2;0
920200111;80.6;10.4;21640;33120;45820;0.73;12490;19610;24290;28520;37640;42320;49980;60480;4.8;6.1;0.327;85.2;80.7;2.2;2.3;11.1;3.7;0
920200112;86.1;5.7;26950;37470;50250;0.62;17750;24540;29100;33430;41230;46780;53680;66230;3.7;4.7;0.291;78.7;72.2;1.9;4.6;17.5;3.8;0
920220101;88.4;;34710;49440;68030;0.67;25140;31880;38180;43720;55340;63400;74150;91560;3.6;4.7;0.304;73.6;69.3;1.3;3;18.6;7.8;0
920220102;74.9;9.1;21660;33280;46870;0.76;14040;19960;24090;28440;38500;43980;51650;64750;4.6;6.2;0.335;83;78.2;2;2.8;13.5;3.5;0
920220103;81.1;;25930;36670;51900;0.71;15560;23340;27950;32200;40840;47270;55880;73660;4.7;5.9;0.333;81.6;75.9;2.2;3.5;12.5;5.9;0
920220104;72.8;12.2;19820;31880;45690;0.81;11370;17530;21980;26580;36410;41750;49700;63640;5.6;6.6;0.345;78.7;74.5;2.3;1.9;16.8;4.5;0
920220105;;;13830;21720;31910;0.83;8160;12230;15550;18280;25130;29160;34990;43010;5.3;6.1;0.324;77.3;72.3;3.2;1.8;20.9;1.8;0
920220106;78.4;9.9;22480;32470;45670;0.71;13140;20000;24640;28550;36650;42410;48750;61440;4.7;5.5;0.313;80;74.8;2;3.2;17.3;2.7;0
920220107;70.9;14;18890;30770;50060;1.01;10290;16210;21080;25340;37420;44650;57630;74770;7.3;9.5;0.41;77.1;73;1.9;2.2;16.9;6;0
920220108;63.8;16.8;16610;27110;40050;0.86;8710;15040;18640;22730;31230;37400;43240;54000;6.2;7.2;0.351;74;69.7;2.2;2.1;21.9;4.1;0
920220109;80.3;;26700;39340;55400;0.73;17700;23650;28920;34180;44800;51050;60080;76770;4.3;5.3;0.316;75.6;71.6;1.9;2.1;18.6;5.8;0
920230101;74.7;;22750;36480;53500;0.84;13930;20320;25310;30730;40910;48290;60090;80370;5.8;8.5;0.408;72;64.6;2;5.4;19;9;0
920230102;74.1;10;20370;30410;43640;0.77;12770;18420;22130;25960;34770;40060;47540;62900;4.9;6.8;0.363;76.5;70.6;2.6;3.3;18.4;5.1;0
920230103;72.5;13.2;20230;31750;45470;0.8;10870;17660;22430;27260;35650;41360;48970;63580;5.9;7.3;0.361;80.5;74.6;2.5;3.4;15;4.5;0
920230104;75.6;10.1;21450;30870;45530;0.78;12780;19090;23400;27070;36110;42530;49690;63910;5;7;0.362;75.3;68.8;2.2;4.3;19.4;5.3;0
920230105;82.4;;26460;37610;52730;0.7;17480;24250;28720;32760;41970;48290;57380;75810;4.3;5.5;0.332;75.9;69.7;1.9;4.3;18.7;5.4;0
920230201;80.5;;26210;39140;56460;0.77;16080;23860;28860;33660;44870;52330;63290;85440;5.3;7.6;0.395;76.3;69.8;1.7;4.8;14.6;9.1;0
920230202;79.6;6.9;25520;37500;56470;0.83;15930;22140;27960;32440;43890;51600;62010;83190;5.2;10;0.461;65.2;58.9;1.3;5;17;17.8;0
920230203;79.3;;25730;39070;56350;0.78;16210;22870;27730;33280;45940;52820;61890;82590;5.1;6.6;0.359;79.5;71.2;1.8;6.5;14.4;6.1;0
920230301;75.9;12.5;20320;31080;42930;0.73;10870;17700;23580;26600;35290;39810;47080;57540;5.3;6.8;0.341;80.3;73.8;2.4;4.1;16.2;3.5;0
920230302;76.2;11.7;20920;29820;41690;0.7;11270;18090;23200;26250;34500;38680;45110;54980;4.9;5.9;0.318;73.1;67.4;2.1;3.6;22.8;4.1;0
920230303;80.8;;26960;39860;56540;0.74;17920;24270;29910;34710;45700;52880;62130;79670;4.4;5.6;0.328;76.7;70.1;2.3;4.3;17.4;5.9;0
920230304;80.5;;27430;41420;58480;0.75;16870;24080;31030;36860;46610;54650;64900;83030;4.9;6.7;0.355;75.5;69.5;2.2;3.8;16.8;7.7;0
920230401;79.6;7;23930;36160;50260;0.73;15460;21530;26320;30670;40710;46590;54430;69200;4.5;5.8;0.329;73;68.7;1.6;2.7;19.6;7.4;0
920230402;67.2;17;16780;27120;38320;0.79;9000;14070;18910;23090;30840;35360;41970;53170;5.9;7.2;0.341;76.1;70.9;2.6;2.6;19.6;4.3;0
920230501;;;7870;14610;23290;1.06;4250;7220;9460;11860;17540;21300;25230;31760;7.5;9.6;0.392;75.2;70;3.7;1.5;21.4;3.4;0
920230502;44.6;36.9;9480;16580;24800;0.92;4200;7940;10680;13880;19550;22720;26860;34040;8.1;9.8;0.372;77.5;72.3;4.2;1;21;1.5;0
920230503;40.1;37.5;9410;16150;22870;0.83;4950;8160;10500;13550;18660;21470;25100;30870;6.2;7.7;0.339;78.7;72.7;4.9;1.1;20.7;0.6;0
920230504;46.6;36.7;9770;17250;25510;0.91;5170;8340;10970;13750;19970;23210;27700;34960;6.8;9.3;0.376;83.6;78.3;3.7;1.6;15.1;1.3;0
920230505;34.4;43.6;8350;14240;21500;0.92;4220;7150;9330;12070;16760;19820;23430;27310;6.5;7.9;0.341;68;61.3;5.7;1;30.7;1.3;0
920230506;74.3;;21310;30130;42330;0.7;14620;18860;23130;26830;34490;39930;45030;55490;3.8;5.2;0.313;69.5;64.5;1.9;3.1;23.9;6.6;0
920230507;73.3;12;20050;28970;39780;0.68;11710;17630;21870;25760;32880;37080;43500;56920;4.9;6.1;0.336;70.3;65.7;2.2;2.4;22.3;7.4;0
920240101;66.1;22;14400;25250;37470;0.91;6870;12520;16980;21210;29280;34440;41370;52590;7.7;9;0.371;81.6;74.9;3.3;3.4;15.9;2.5;0
920240102;65.1;21.5;14250;25400;38820;0.97;6120;12340;16140;20960;30340;35460;43490;52490;8.6;9.6;0.372;86.1;79.4;3.3;3.4;11;2.9;0
920240103;67.3;23.6;13750;25510;40190;1.04;7250;11580;16270;20720;30350;36340;43410;52810;7.3;9;0.374;86.6;80.3;3.4;2.9;11.1;2.3;0
920240104;61.2;27;12220;21930;35240;1.05;5830;10500;13830;17850;25800;31160;39940;52850;9.1;11.1;0.417;88.1;81.9;3.4;2.8;8.1;3.8;0
920240201;60.7;26.9;12190;20270;32320;0.99;6820;10720;13740;16940;24510;29700;35950;46650;6.8;8.8;0.386;79.4;73.1;3.7;2.6;17.8;2.8;0
920240202;47.8;40.4;8720;15140;26290;1.16;3530;7170;10180;12900;19120;23540;31550;43860;12.4;15;0.451;86.9;81.2;3.8;1.9;10.9;2.2;0
920240203;58.7;28.6;11330;21490;32740;1;6340;10000;13270;17540;25640;30100;36560;45110;7.1;9.2;0.376;85.2;78.8;3.5;2.9;13.5;1.3;0
920240301;32.6;49.1;7090;13360;20250;0.99;3480;6170;8670;10500;15410;18470;21530;26680;7.7;9.2;0.369;77.7;70.8;5.6;1.3;21.2;1.1;0
920240302;58.4;35.3;10170;18460;29080;1.02;5470;8930;11700;15050;22130;26790;31830;40080;7.3;9.1;0.377;83.5;77.6;4.1;1.8;15;1.5;0
920240303;56.9;29.1;11700;21280;31380;0.93;5810;10040;13130;17280;24770;28960;32980;42370;7.3;9.2;0.365;74.3;69.1;3.6;1.6;23.2;2.5;0
920240304;56.1;30.4;11420;19000;28520;0.9;6400;9850;12770;15970;22380;26150;31410;41000;6.4;8.2;0.368;88.5;81.5;4.3;2.7;9.9;1.6;0
